,Title,Description,Topic,Subject Area,Score,type
172762,"Mykayla Comstock, Oregon Girl With Leukemia, Is 7-Year-Old Medical Marijuana Patient (VIDEO)","Medical marijuana is now legal in 18 states and Washington, D.C., but the effects of marijuana on the developing brain remains",parenting,news,0.07111539049988935,
48387,HUFFPOST HILL - Tweens Gather Sunday To Solemnly Make 'Bush Did 9-11' Jokes,"The Supreme Court struck down ‘straight-ticket’ voting, prompting a million pot-bellied party bosses of yesteryear to snuff",politics,news,0.7863800635473917,1 - Topic determined by algorithm
54666,UCLA Professor Accused Of Sexually Harassing Grad Students Is Returning,History professor Gabriel Piterberg took a European fellowship while he was serving a suspension.,college,news,0.2957818075663852,1 - Topic determined by algorithm
44221,What America Looked Like The Last Time The Cubs Won The World Series,As if you needed more proof it's been a while.,sports,news,0.2298819292773845,
2818,Ryan Reynolds Jokes About Divorce Rumors — Again — With Help From His Mom,"""We’re never splitting.""",entertainment,news,0.719723958777995,
122355,Wage Theft Is Grim Business,"Wage theft is particularly prevalent among low-wage workers, such as those in the restaurant, retail, home health care and personal and repair services industries.  Misclassification touches more traditionally middle class industries, such as construction and trucking.",politics,news,0.7324623249799423,3 - Topic calculated with low confidence score and no subject area available
36789,"Rick Perry Vows To Protect All Scientists At Energy Department, Even Climate Researchers",The former Texas governor disavowed Trump's request for a list of employees working on climate change.,politics,news,0.8215331743051617,
84044,It Is Time for Sisi to Set Al Jazeera Journalist Mohamed Fahmy Free,"President Sisi should know that the world will be watching the court's verdict on Aug. 29, and his government's response to it. Media freedom in the region is at stake. And, as the Council of Europe has put it, ""it will be the commitment shown to free speech which determines whether or not Egypt grows -- or shrinks [--] in the eyes of the world.""",worldpost,news,0.3679988411183923,1 - Topic determined by algorithm
16270,16 Tips That Will Help You Make The Most Of Your Vacation,It’s no surprise that the first 24 hours of a vacation can make or break a trip. Research* from Booking.com reveals that,travel,news,0.6494539723191,3 - Topic calculated with low confidence score and no subject area available
198019,5 Tips To Cut Wedding Costs,"Weddings are big business. We've all heard that the word ""wedding"" in front of photographer or caterer will automatically",weddings,news,0.23827325697821397,2 - Topic unable to be determined – subject area used instead
66691,GOP Mega-Donors Frozen In Frustration,"Some of the biggest Republican donors, who collectively have contributed tens of millions of dollars to shape the presidential",politics,news,0.970452449715424,2 - Topic unable to be determined – subject area used instead
52761,Here's Why Oliver Stone Thinks Pokémon Go Could Lead to 'Totalitarianism',"Is this a ""new level of invasion""?",entertainment,news,0.21604785070598773,
113330,This Summer's Movies Were Even Worse Than Thought,,entertainment,news,0.8258400369662744,3 - Topic calculated with low confidence score and no subject area available
98263,Getting Real about 'Unconscious Bias' at IAB 2015,"Change won't happen if we just talk about it, it will only happen if we do something about it. Here are some key takeaways to bring to your workplace:",women,news,0.9333333948229592,1 - Topic determined by algorithm
39667,"Wildlife Advocates Slam UK For Killing More Than 10,000 Badgers",The cull is aimed at curbing the spread of tuberculosis in cattle.,green,news,0.6789359006370244,1 - Topic determined by algorithm
45226,The Times They Are A Changing -- And So Must Food.,It seems appropriate that Bob Dylan would win the Nobel Prize for Literature just three days before World Food Day (October,taste,news,0.9017818092311948,1 - Topic determined by algorithm
183146,Eva Mendes' Style Is As Hot As Her Man (PHOTO),"Shop a similar look below, and check out more of our Look Of The Day picks. Fame Flynet WHERE: The Cuban stunner was spotted",style & beauty,news,0.8925973679960563,3 - Topic calculated with low confidence score and no subject area available
186186,Snorkeling Underneath Half-Dome: A Fragile Paradise?,"Our collective dependence on oil remains a fundamental threat to our economies, our security, and the very lands and waters upon which we depend and which we love.",environment,news,0.7412763111945554,
70356,Turkish Presidency Says Erdogan's Hitler Comments Misinterpreted,Erdogan made the comment to reporters on Friday.,the worldpost,news,0.42513991998688383,2 - Topic unable to be determined – subject area used instead
6024,Stephen Colbert And John Oliver Unite To Deliver An Urgent Message To Trump,"Do it, Mr. President.",comedy,news,0.4847925382560066,2 - Topic unable to be determined – subject area used instead
176735,Stan Lee: Cinefantastique's New York Comic Con 2012,"I was one of those lucky enough to get a few minutes with Stan Lee, and was able to get some insight into his newest project, the web video channel ""Stan Lee's World of Heroes,"" as well as a benchmark on how he regards his side-career as a big-screen actor",entertainment,news,0.8270316362423774,2 - Topic unable to be determined – subject area used instead
28995,Jenna Bush Hager's Praise Of Her Dad's 'Feminism' Speaks To A Common Misconception,"Unfortunately, that feminism didn’t extend to policy when he was POTUS.",women,news,0.930211891927996,2 - Topic unable to be determined – subject area used instead
148547,Why We Don't Need Family Dinners,"Family dinner is less about the ""dinner"" and more about the ""family."" Two decades of parenting experience bears this out.",parenting,news,0.7397936251600499,1 - Topic determined by algorithm
7759,8 Lesser-Known U.S. Natural Treasures To Visit In 2018,"Trump is undermining the Interior Department, so check these out while you can.",travel,news,0.6153453091655607,
123039,7 (Unintentional) Lessons I Learned From My Mom,The first lesson that my Ima taught me was that family isn't defined by location. And that home isn't permanent and can be created between any four walls. I followed her lead in this and today live a plane flight away. I'm not sure she's thrilled that this a lesson I gleaned. It wasn't an intentional one.,women,news,0.07767336656279389,3 - Topic calculated with low confidence score and no subject area available
12991,Paul Manafort's Indictment Sheds More Light On Pro-Russia Change To GOP Platform,The former Trump campaign chairman is charged with laundering millions from Vladimir Putin's allies in Ukraine.,politics,news,0.5794705168573572,3 - Topic calculated with low confidence score and no subject area available
170731,Festive Foods: What The World Eats At The Holidays,"Celebration is in the air around the world as the year comes to an end. And with every family gathering, religious ritual",travel,news,0.2484955004456817,
71329,The Evolution Of Stephen Curry: The Man The NBA Can't Take Its Eyes Off Of,"Once considered too scrawny to compete in the NBA, Stephen Curry has become hoops' biggest attraction. Here's a look back at his journey thus far.",sports,news,0.018166288395164654,1 - Topic determined by algorithm
160895,ADHD In Children: CDC Data Shows Sharp Rise In Diagnoses,The New York Times compiled the results from a larger CDC survey that gathered data on the physical and emotional health,parenting,news,0.7601141138835601,3 - Topic calculated with low confidence score and no subject area available
128329,A Poem For The Breastfeeding Mom Who Was Called A 'Tramp',"Enter Ettrick Scott, a man who shares poetry on a blog called ""Proper manly poems for men and that."" His latest? A must-hear",parenting,news,0.17303766088997385,
183345,Bring Your Summer Vacation Back to Work: A Sample Vacation Playlist,"By associating these moments with sounds and/or music as well as visuals (like photos), you can feel their magic again, especially when you really need it.",wellness,news,0.1450775601095703,1 - Topic determined by algorithm
