Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,MANAGING THE BOSS,MANAGING THE BOSS,[],Empowerment,[],,
Item,MANUAL LOADS HANDLING,MANUAL LOADS HANDLING,[],Safety Training,[],,
Item,MARSH WELFARE,MARSH WELFARE,[],Institutional,[],,
Item,MARKETING SEMINAR,MARKETING SEMINAR,[],Technical Training,[],,
Item,MOOD AND INSPIRATION,MOOD AND INSPIRATION,[],Empowerment,[],,
Item,OHSAS,OHSAS,[],Technical Training,[],,
Item,TRAINING ON THE JOB,TRAINING ON THE JOB,[],Technical Training,[],,
Item,PES PAV PEI,PES PAV PEI,[],Safety Training,[],,
Item,PHYTOSANITARY PRACTICE EXPEDITIONS US,PHYTOSANITARY PRACTICE EXPEDITIONS US,[],Technical Training,[],,
Item," PLE ""WITH"" or ""WITHOUT"" REGULATORS","
PLE
""WITH"" or ""WITHOUT"" REGULATORS",[],Safety Training,[],,
Item,"PLE ""WITH"" or ""WITHOUT"" REGULATORS UPDATE","PLE ""WITH"" or ""WITHOUT"" REGULATORS UPDATE",[],Safety Training,[],,
Item,IN CHARGE,IN CHARGE,[],Safety Training,[],,
Item,IN CHARGE - UPDATED,IN CHARGE - UPDATED,[],Safety Training,[],,
Item,PROCESSES ANALYSIS,PROCESSES ANALYSIS,[],Technical Training,[],,
Item,PRODUCTS TECHNICAL INFORMATION,PRODUCTS TECHNICAL INFORMATION,[],Technical Training,[],,
Item,QUARTA 3,QUARTA 3,[],Technical Training,[],,
Item,R.L.S.,R.L.S.,[],Safety Training,[],,
Item,R.L.S. - UPDATED,R.L.S. - UPDATED,[],Safety Training,[],,
Item,R.S.P.P.,R.S.P.P.,[],Safety Training,[],,
Item,R.S.P.P.  - UPDATED,R.S.P.P.  - UPDATED,[],Safety Training,[],,
Item,READING OF THE BUDGET,READING OF THE BUDGET,[],Technical Training,[],,
Item,READING A PAY SLIP,READING A PAY SLIP,[],Technical Training,[],,
Item,RHEOLOGY,RHEOLOGY,[],Technical Training,[],,
Item,RUSSIAN ADVANCED,RUSSIAN ADVANCED,[],Foreign Languages,[],,
Item,RUSSIAN BASIC,RUSSIAN BASIC,[],Foreign Languages,[],,
Item,RUSSIAN INTERMEDIATE,RUSSIAN INTERMEDIATE,[],Foreign Languages,[],,
Item,RUSSIAN POST INTERMEDIATE,RUSSIAN POST INTERMEDIATE,[],Foreign Languages,[],,
Item,RUSSIAN PRE INTERMEDIATE,RUSSIAN PRE INTERMEDIATE,[],Foreign Languages,[],,
Item,INTRODUCTION TO SAM,INTRODUCTION TO SAM,[],Computers,[],,
Item,FSG REPORTING TOOL,FSG REPORTING TOOL,[],Technical Training,[],,
Item,SHERPA,SHERPA,[],Technical Training,[],,
Item,SILICA DUST CONTAINMENT STRATEGIES,SILICA DUST CONTAINMENT STRATEGIES,[],Technical Training,[],,
Item,SILICA RISKS,SILICA RISKS,[],Safety Training,[],,
Item,SOA BPM,SOA BPM,[],Technical Training,[],,
Item,SPANISH ADVANCED,SPANISH ADVANCED,[],Foreign Languages,[],,
Item,SPANISH BASIC,SPANISH BASIC,[],Foreign Languages,[],,
Item,SPANISH INTERMEDIATE,SPANISH INTERMEDIATE,[],Foreign Languages,[],,
Item,SPANISH POST INTERMEDIATE,SPANISH POST INTERMEDIATE,[],Foreign Languages,[],,
Item,SPANISH PRE INTERMEDIATE,SPANISH PRE INTERMEDIATE,[],Foreign Languages,[],,
Item,TILES TRANSPORT LINES,TILES TRANSPORT LINES,[],Technical Training,[],,
Item,TRACTOR HANDLING,TRACTOR HANDLING,[],Safety Training,[],,
Item,TRAIN TO TRAINER,TRAIN TO TRAINER,[],Technical Training,[],,
Item,TRENDSETTING,TRENDSETTING,[],Technical Training,[],,
Item,USE WHEEL LOADER,USE WHEEL LOADER,[],Safety Training,[],,
Item,VISUAL MARKETING E CATALOG,VISUAL MARKETING E CATALOG,[],Technical Training,[],,
Item,WCM RETRAINING,WCM RETRAINING,[],Technical Training,[],,
Item,expatriation of workers,expatriation of workers,[],Technical Training,[],,
Item,"4Phases-""load and adjustment of design""","4Phases-""load and adjustment of design""",[],Technical Training,[],,
Item,Investigation of accidents and incidents labour,Investigation of accidents and incidents labour,[],Safety,[],,
Item,Investigation of accidents labour,Investigation of accidents labour,[],Safety,[],,
Item,Accounts Payables & Treasury,Accounts Payables & Treasury,[],Technical Training,[],,
Item,Algeria Focus,Algeria Focus,[],Technical Training,[],,
Item,"Workshop for the high performance professional. ""Athletes in the enterprise""","Workshop for the high performance professional. ""Athletes in the enterprise""",[],Empowerment,[],,
Item,Ceramic coatings advanced,Ceramic coatings advanced,[],Technical Training,[],,
Item,Ceramic defects,Ceramic defects,[],Technical Training,[],,
Item,Ceramic MKTG,Ceramic MKTG,[],Technical Training,[],,
Item,Ceramic ovens,Ceramic ovens,[],Technical Training,[],,
Item,Ceramic Pathologies,Ceramic Pathologies,[],Technical Training,[],,
Item,Ceramic Process,Ceramic Process,[],Technical Training,[],,
Item,Chronos. Sustainable development for young managers,Chronos. Sustainable development for young managers,[],Empowerment,[],,
Item,Techniques for control and reduction of the absenteeism,Techniques for control and reduction of the absenteeism,[],Empowerment,[],,
Item,Control of the image in the printing digital ceramic,Control of the image in the printing digital ceramic,[],Technical Training,[],,
Item,Cooking techniques,Cooking techniques,[],Technical Training,[],,
Item,Costumers Focus,Costumers Focus,[],Empowerment,[],,
Item,Customers in Latin America,Customers in Latin America,[],Technical Training,[],,
Item,CX-PROGRAMMER,CX-PROGRAMMER,[],Computers,[],,
Item,The decoupling process,The decoupling process,[],Technical Training,[],,
Item,Dynamic Tables,Dynamic Tables,[],Computers,[],,
Item,Energy Efficiency in ceramic industry,Energy Efficiency in ceramic industry,[],Technical Training,[],,
Item,Energy saving in the ceramic industry. Tile ceramic,Energy saving in the ceramic industry. Tile ceramic,[],Technical Training,[],,
Item,INGLES X (23/01/2017).,English,[],Foreign Languages,[],,
Item,English for work,English for work,[],Foreign Languages,[],,
Item,English for work NY,English for work NY,[],Foreign Languages,[],,
Item,English Intermediate,English Intermediate,[],Foreign Languages,[],,
Item,English lev.A2,English lev.A2,[],Foreign Languages,[],,
Item,English lev.B1,English lev.B1,[],Foreign Languages,[],,
Item,English - Middle advanced,English - Middle advanced,[],Foreign Languages,[],,
Item,English on line,English on line,[],Foreign Languages,[],,
Item,ENGLISH TRAINING CLASS,ENGLISH TRAINING CLASS,[],Foreign Languages,[],,
Item,Elaboration and implementation of equality plans in Valencian Companies,Elaboration and implementation of equality plans in Valencian Companies,[],Technical Training,[],,
Item,equality policy in the company,equality policy in the company,[],Technical Training,[],,
Item,GS1,GS1,[],Computers,[],,
Item,Hatria & Geberit Fixtures,Hatria & Geberit Fixtures,[],Technical Training,[],,
Item,Learning about our back,Learning about our back,[],Safety,[],,
Item,Hydraulic presses,Hydraulic presses,[],Technical Training,[],,
Item,Hyperion and Essbase,Hyperion and Essbase,[],Computers,[],,
Item,Introduction to Hyperion and excel-addin,Introduction to Hyperion and excel-addin,[],Computers,[],,
Item,Hyperion Workspace. Purch_es data model,Hyperion Workspace. Purch_es data model,[],Computers,[],,
Item,Incoterms basis,Incoterms basis,[],Technical Training,[],,
Item,Industrial Electricity - level 1,Industrial Electricity - level 1,[],Technical Training,[],,
Item,Inkjet Cretaprint,Inkjet Cretaprint,[],Technical Training,[],,
Item,INKJET print,INKJET print,[],Technical Training,[],,
Item,Italian,Italian,[],Foreign Languages,[],,
Item,Italian basis,Italian basis,[],Foreign Languages,[],,
Item,Italian intermediate,Italian intermediate,[],Foreign Languages,[],,
Item,Italian intermediate-advanced,Italian intermediate-advanced,[],Foreign Languages,[],,
Item,Italian Level A1,Italian Level A1,[],Foreign Languages,[],,
Item,Italian Level A1-Lab,Italian Level A1-Lab,[],Foreign Languages,[],,
Item,Italian Level A2,Italian Level A2,[],Foreign Languages,[],,
Item,MKTG on line and Social Digital MKTG,MKTG on line and Social Digital MKTG,[],Technical Training,[],,
Item,the new promotion dept,the new promotion dept,[],Technical Training,[],,
Item,News about employment termination rules,News about employment termination rules,[],Technical Training,[],,
Item,Analysis of pathologies and claims,Analysis of pathologies and claims,[],Technical Training,[],,
Item,Pathologies with visual defects analysis surface inspection technology,Pathologies with visual defects analysis surface inspection technology,[],Technical Training,[],,
Item,The phone service in the company,The phone service in the company,[],Empowerment,[],,
Item,PO- Purchases orders,PO- Purchases orders,[],Computers,[],,
Item,press,press,[],Technical Training,[],,
Item,prevention of risks labour in the ceramic industry and manual loads handling,prevention of risks labour in the ceramic industry and manual loads handling,[],Safety,[],,
Item,prevention of risks labour in the ceramic industry,prevention of risks labour in the ceramic industry,[],Safety,[],,
Item,prevention of risks labour - basis,prevention of risks labour - basis,[],Safety,[],,
Item,printing inkjet Specialists,printing inkjet Specialists,[],Technical Training,[],,
