Entity Type,Title,Description,Topic,Subject Area,Score
,Fostering a Sense of Ownership & Belonging on Virtual Teams,"This classroom course: defines a virtual team, acknowledges their strengths & challenges, and allows participants the opportunity to discuss best practices.",leadership,,0.56119907
,Ìntroduction to AES Process Model,"In this e-learning you learn the basic principles of the AES Process Model; the way of working at Ahold European Sourcing.

Learning objectives:

 - gain insight in your focus areas in the AES Process Model

 - gain insight in your main communication points

 - gain insight in your mandatory deliverables

You will be able to start using the AES Process Model upon completion of this module.

Pre-requisite knowledge: None

Language: English

Costs: not applicable

Procedures to enroll: If you want to start the E-learning at this moment, click the button ""go to content"". When you want to follow this E-learning later, then click the button ""add to learning plan"".

Keywords: AES, Ahold European Sourcing, Process Model, Processmodel, Introduction, New employee, New employees",,DO NOT USE,Score < threshold
,Toets Store Replenishment voor Replenishment Planners,Toets Store Replenishment voor Replenishment Planners,financial management,DO NOT USE,0.7205583
,Coördinatoren aan zet,"Coach collega's op verkoop en bereid je voor om de winkelmanager te vervangen.

De training bestaat uit twee dagen.

Dag 1: Communicatie. Je leert communicatievaardigheden inzetten t.b.v. professionele interactie met medewerkers, collega's en klanten.
Dag 2: Operationeel aansturen. Je leert hoe je doelen en plannen overbrengt op het team en je leert instructie geven en aanspreken van collega's op functioneren en gedrag. En je leert hoe je collega's coacht op Verkoop.
Tussen de twee trainingsdagen maak je een opdracht. Op beide trainingsdagen is in de middag een trainingsacteur aanwezig voor rollenspellen.

Voorkennis: Inwerkprogramma Verkoopcoördinator en training Klantcontact en Verkopen
Leverancier: Moovs
Locatie: Ahold locatie
Deelnemers: 8-12
Trefwoorden: Coördineren, dagelijks aansturen, VC

Hulp nodig? Klik hier",,DO NOT USE,Score < threshold
,Tobacco Law & Policy Review Exam - We Card,Tobacco Law & Policy Review We Card Program,legal,,0.99706334
,Electric Jack Certification,"In this course, Associates will learn proper safety and usage procedures when using the electric jack. Associates MUST be at least 18 years of age to be Electric Jack Certified. At the end of the course there is a 15 question exam in which Associates must achieve 100% to complete the course. Course Length: 12 mins. ",safety,,0.91919345
,High Lift Certification,"In this course, Associates will learn the proper safety and usage procedures for the High Lift. Associates MUST be at least 18 years of age to operate the high lift and be certified. At the end of this course there is an assessment, Associates must achieve 100% to pass and mark the course complete. Course length: 7 mins.",heavy vehicles,,0.8680304
,High Lift/ Electric Jack Performance Evaluation Checklist,High Lift/ Electric Jack Performance Evaluation Checklist. Only Associates that have gone through the certification should add or launch this course. Your instructor should complete this checklist. ,performance management,,0.9557848
,Professional training deli,"""Short introduction: In this professional training deli you learn 
- Translate into advice for clients such as time of use, diet and allergens knowledge - about the different types of Deli products - Get insight into the production, cutting and packaging of deli in relation toto Hygiene and spoilage and translate the knowledge into customer advise.

Pre-requisite knowledge: basic Deli Cheese completed at least 3 months experience in the deli cheese department at Albert Heijn 

Language: Dutch 

Supplier: SVO opleidingen food

Location: SVO opleidingen food 



Costs: € 170,-- per person. These costs will be charged to the cost center of your department.

Min-max group size:  8 participants - 12 participants.

Procedure to enroll: If course dates are available, you can register for one of these dates. If no course dates are available, click on “Request schedule” and then click on “Request” at the bottom of the page. You are now on the request list. The training will be organized once the minimum number of participants is reached. You will be notified of this.

Keywords: deli, productknowledge, vocational ""
",,DO NOT USE,Score < threshold
,Professional training cheese,"""Short introduction: In this professional training cheese you learn 
- Translate into advice for clients such as time of use, diet and allergens knowledge - about the different types of Dutch and Foreign cheeses - Get insight into the production, cutting and packaging of cheese in relation toto Hygiene and spoilage and translate the knowledge into customer advise.

Pre-requisite knowledge: basic Deli Cheese completed at least 3 months experience in the deli cheese department at Albert Heijn 

Language: Dutch 

Supplier: SVO opleidingen food

Location: SVO opleidingen food 



Costs: € 170,-- per person. These costs will be charged to the cost center of your department.

Min-max group size:  8 participants - 12 participants.

Procedure to enroll: If course dates are available, you can register for one of these dates. If no course dates are available, click on “Request schedule” and then click on “Request” at the bottom of the page. You are now on the request list. The training will be organized once the minimum number of participants is reached. You will be notified of this.

Keywords: cheese, productknowledge, vocational ""
",,DO NOT USE,Score < threshold
,Excellence in Service: Communicating with Customers Virtually,"In ""Excellence in Service: Communicating with Customers Virtually,"" you will learn how to adapt your telephone behavioral styles to your customers over the telephone. You will also learn how to project professionalism over the phone using various verbal techniques. In addition, you will be able to provide quality customer care by learning how to manage customer communication via the phone or e-mail.

(2 Hours)

",communications,DO NOT USE,0.99575484
,Personální minimum," 

Krátky úvod: Cílem tohoto školení je komplexní přehled tématiky personálního řízení v prodejně. Toto školení předpokládá předchozí základní znalosti personální knihovny a nyní se dozvíte důvody jednotlivých kroků při náboru a přijímání, resp. ukončování zaměstnanců, důsledky nerespektování firemních a zákonných pracovně právních procesů a personálních procedur atd.

Okruhy školení :

personální administrativa - nástup, průběh, výstup zaměstnance

pracovní právo v praxi - pracovně právní procesy a personální procedury

Požadované znalosti: základní znalosti v pracovně-právní oblasti

Klíčová slova:

personální problematika, nábory, přijímání zaměstnanců, ukončování zaměstnanců, pracovně právní procesy, personální administrativa, HR administrativa, průběh zaměstnání",,DO NOT USE,Score < threshold
,High Performance Management Level II,"This course is intended for members of salaried management who have successfully completed High Performance Supervision Level I.  Topics covered in Level II include: Extended DISC, Problem Solving, Coaching, and Team Building.",management,,0.5314238
,test,test,test equipment,,0.65687114
,test,test,test equipment,,0.65687114
,test,test,test equipment,,0.65687114
,Senzorické hodnocení potravin I. a II.,,Cannot be determined,,Score < threshold
,Excellence in Service: Building Lasting Customer Relationships,"In ""Excellence in Service: Building Lasting Customer Relationships,"" you will learn how to build ongoing customer relationships by identifying and delivering a solid value proposition to your customers. You will then understand how to add value by increasing customer responsiveness, promoting customer knowledge, and developing customer loyalty. You will learn how to build on customer loyalty by focusing on both the rational assessment, as well as emotional attachment, to your product or service.

(2 Hours)

",customer service,DO NOT USE,0.93111223
,District Director Assessment Center,This classroom item is intended for view by ELM admins only and is to be marked complete after attendance at any given District Director Assessment Center.,Information Technology,,0.40950367
,Code of Ethics Policy & Disclosure Course 2013,"This course reviews the Ahold USA Ethics & Disclosure Policy, the Electronic Communications Policy, and a Summary of Disclosures and Conflict of Interest Rules. You will be asked to acknowledge that you have read and understand all of the aforementioned documents. At the end, you will be asked to complete the Conflict of Interest Questionnaire 2013.",ethics,,0.99371123
,Welcome to ICA/AHOLD,"History organizations
Strategy, Structure, culture
Brand strategy and commercial policy
Rolls and responsibilities
Contact network (multi-disciplinary)
NGS introduction and goals
Who are stakeholders in and outside the sourcing organisation
NGS Sourcing
",,DO NOT USE,Score < threshold
,Giant/Martins Bakery Fryer Cleaning Procedures,"Giant/Martin's Bakery Fryer Safety and Cleaning Procedures. Reviews PPE, Proper filtering and cleaning procedures for the bakery fryer. ",workplace safety,DO NOT USE,0.5867937
